Name: angerville-2
Location: 48.3219 , 2.0306
Issued: 2020/07/08 08:48UTC
Time,Speed(m/s),Direction (deg N)
2017/01/01 00:00UTC,1.67,222
2017/01/01 06:00UTC,2.33,217
2017/01/01 12:00UTC,3.47,198
2017/01/01 18:00UTC,2.77,202
2017/01/02 00:00UTC,2.21,200
2017/01/02 06:00UTC,1.43,200
2017/01/02 12:00UTC,2.53,27
2017/01/02 18:00UTC,2.81,32
2017/01/03 00:00UTC,1.82,50
2017/01/03 06:00UTC,1.59,52
2017/01/03 12:00UTC,0.53,242
2017/01/03 18:00UTC,1.84,260
2017/01/04 00:00UTC,3.33,240
2017/01/04 06:00UTC,3.40,249
2017/01/04 12:00UTC,4.45,269
2017/01/04 18:00UTC,2.51,305
2017/01/05 00:00UTC,2.58,326
2017/01/05 06:00UTC,2.91,2
2017/01/05 12:00UTC,2.79,360
2017/01/05 18:00UTC,2.75,349
2017/01/06 00:00UTC,2.39,73
2017/01/06 06:00UTC,1.46,82
2017/01/06 12:00UTC,2.41,108
2017/01/06 18:00UTC,1.90,98
2017/01/07 00:00UTC,1.15,129
2017/01/07 06:00UTC,1.59,151
2017/01/07 12:00UTC,2.91,239
2017/01/07 18:00UTC,2.34,242
2017/01/08 00:00UTC,1.96,286
2017/01/08 06:00UTC,2.65,11
2017/01/08 12:00UTC,0.83,355
2017/01/08 18:00UTC,1.22,245
2017/01/09 00:00UTC,2.37,232
2017/01/09 06:00UTC,2.98,193
2017/01/09 12:00UTC,2.97,248
2017/01/09 18:00UTC,3.19,220
2017/01/10 00:00UTC,4.50,244
2017/01/10 06:00UTC,2.84,277
2017/01/10 12:00UTC,4.99,322
2017/01/10 18:00UTC,2.43,309
2017/01/11 00:00UTC,2.58,245
2017/01/11 06:00UTC,3.99,208
2017/01/11 12:00UTC,5.48,251
2017/01/11 18:00UTC,4.72,291
2017/01/12 00:00UTC,4.91,266
2017/01/12 06:00UTC,2.97,239
2017/01/12 12:00UTC,6.36,210
2017/01/12 18:00UTC,10.98,222
2017/01/13 00:00UTC,7.03,267
2017/01/13 06:00UTC,5.14,257
2017/01/13 12:00UTC,6.89,312
